feature,count
nana,364.0
nanas,28.0
nanay,86.0
nancy,695.0
nandini,25.0
nando,181.0
nandos,83.0
nanette,20.0
nang,71.0
nani,14.0
nann,47.0
nannies,68.0
nanny,209.0
nano,100.0
nanosecond,13.0
nans,21.0
nantucket,38.0
nao,12.0
naomi,95.0
nap,1704.0
napa,886.0
napalm,15.0
nape,19.0
naperville,18.0
napier,13.0
napkin,2278.0
napkins,4724.0
naples,316.0
napolean,82.0
napoleon,537.0
napoleons,64.0
napoletana,194.0
napoletano,11.0
napoli,445.0
napolis,21.0
napolitan,12.0
napolitana,43.0
napolitano,40.0
nappa,21.0
napped,42.0
nappes,13.0
napping,139.0
nappy,38.0
naps,245.0
naptime,12.0
nar,54.0
nara,14.0
narai,27.0
naranja,23.0
naranjas,13.0
narcisse,77.0
narcissism,14.0
narcissistic,47.0
narcotic,27.0
narcotics,35.0
nargile,22.0
narita,24.0
narnia,40.0
narrate,10.0
narrated,36.0
narrating,22.0
narration,74.0
narrative,82.0
narrator,73.0
narrow,2310.0
narrowed,333.0
narrower,43.0
narrowing,123.0
narrowly,55.0
narrows,32.0
nars,37.0
naruto,73.0
nary,176.0
nas,30.0
nasa,48.0
nasal,105.0
nascar,813.0
nascent,13.0
nash,106.0
nashville,145.0
nasi,81.0
nassau,12.0
nast,25.0
nastier,33.0
nasties,26.0
nastiest,234.0
nastily,30.0
nastiness,156.0
nasty,7851.0
nasu,62.0
nat,98.0
nata,59.0
natal,40.0
natali,29.0
natalia,49.0
natalie,404.0
natalya,20.0
natas,45.0
natasha,132.0
natch,85.0
nate,396.0
nathalie,36.0
nathan,1079.0
nathaniel,16.0
nathans,117.0
natic,11.0
nation,829.0
national,2761.0
nationale,13.0
nationalities,51.0
nationality,122.0
nationally,158.0
nationals,62.0
nations,126.0
nationwide,349.0
native,3490.0
natives,371.0
nativity,17.0
nato,14.0
nats,21.0
natt,76.0
natter,14.0
natto,122.0
natty,40.0
natur,15.0
natural,7998.0
naturale,14.0
naturally,2788.0
naturals,22.0
nature,3174.0
natured,183.0
naturel,43.0
naturelle,17.0
naturellement,10.0
naturels,24.0
natures,25.0
naturesource,13.0
naturopath,16.0
naturopathic,41.0
natürlich,208.0
nau,30.0
naugahyde,23.0
naught,44.0
naughtiness,15.0
naughty,567.0
nausea,231.0
nauseam,10.0
nauseas,17.0
nauseated,144.0
nauseating,194.0
nauseatingly,21.0
nauseous,372.0
nauseum,46.0
nautica,25.0
nautical,127.0
nautilus,62.0
nav,34.0
navajo,238.0
naval,20.0
navarro,16.0
nave,11.0
navel,79.0
navi,12.0
navigable,28.0
navigate,2523.0
navigated,119.0
navigatedfrom,16.0
navigating,457.0
navigation,238.0
navigational,19.0
navigator,51.0
navratan,31.0
navy,727.0
naw,105.0
nawlins,47.0
nay,386.0
naya,38.0
naysayer,10.0
naysayers,82.0
nazi,454.0
nazis,83.0
naïve,18.0
nb,82.0
nba,500.0
nbc,80.0
nbd,41.0
nc,1927.0
ncaa,236.0
ncc,24.0
nce,19.0
ncfoodguy,64.0
ncie,12.0
ncounter,143.0
nd,285.0
ndg,129.0
nduja,14.0
ne,4167.0
neal,93.0
neanderthal,35.0
neanderthals,13.0
neapolitan,616.0
near,37777.0
nearby,13299.0
neared,82.0
nearer,181.0
nearest,1349.0
nearing,254.0
nearly,15990.0
nears,16.0
neat,7232.0
neater,58.0
neatest,67.0
neath,15.0
neatly,956.0
neatness,20.0
neato,73.0
nebbiolo,26.0
neben,117.0
nebenan,24.0
nebenbei,12.0
nebraska,281.0
nebulizer,12.0
nebulous,17.0
neccesary,10.0
neccessary,25.0
necessarily,3466.0
necessary,5493.0
necessitate,29.0
necessitated,29.0
necessitates,22.0
necessitating,30.0
necessities,457.0
necessity,502.0
neck,4381.0
necked,19.0
necking,13.0
necklace,595.0
necklaces,346.0
neckline,60.0
necklines,12.0
necks,229.0
necktie,16.0
neckties,10.0
nectar,504.0
nectarine,37.0
nectarines,31.0
nectars,12.0
ned,86.0
neds,31.0
nee,121.0
need,116897.0
needa,13.0
needed,59932.0
needing,2916.0
needle,484.0
needlepoint,18.0
needles,483.0
needless,9535.0
needlessly,102.0
needlework,12.0
needling,19.0
needn,93.0
needs,35306.0
needy,169.0
neeed,15.0
neener,21.0
neeps,80.0
nefarious,31.0
nefelie,15.0
neg,62.0
negate,65.0
negated,81.0
negates,44.0
negating,26.0
negativ,31.0
negative,14343.0
negatively,218.0
negativen,10.0
negatives,2148.0
negativity,229.0
negi,92.0
negihama,22.0
negimaki,12.0
negitive,14.0
negitoro,26.0
neglect,374.0
neglected,1247.0
neglectful,127.0
neglecting,115.0
neglects,23.0
negley,25.0
negligence,169.0
negligent,144.0
negligible,78.0
negociants,17.0
negotiable,89.0
negotiate,394.0
negotiated,205.0
negotiating,159.0
negotiation,120.0
negotiations,71.0
negotiator,18.0
negra,146.0
negro,133.0
negroni,142.0
negronis,11.0
negros,28.0
negs,17.0
neh,23.0
nehme,16.0
nehmen,72.0
neice,53.0
neices,18.0
neigborhood,33.0
neige,37.0
neiges,63.0
neighboorhood,31.0
neighbor,2044.0
neighborhood,22393.0
neighborhoods,614.0
neighborhoody,46.0
neighboring,1247.0
neighborly,88.0
neighbors,3027.0
neighbour,91.0
neighbourhood,621.0
neighbourhoods,19.0
neighbouring,78.0
neighbours,103.0
neil,423.0
neill,18.0
neils,10.0
neilsen,13.0
neiman,349.0
neimans,44.0
nein,37.0
nekked,19.0
nekkid,44.0
neko,10.0
nektar,22.0
nekter,46.0
nel,30.0
nellie,48.0
nelligan,41.0
nellis,387.0
nello,266.0
nellos,77.0
nelly,149.0
nelson,498.0
nelsons,10.0
nem,262.0
nemanic,29.0
nemesis,47.0
nemo,82.0
nen,22.0
nene,18.0
neng,20.0
nennen,11.0
neo,219.0
neon,2471.0
neonopolis,87.0
neons,20.0
neophyte,48.0
neophytes,25.0
neopolitan,189.0
neosporin,19.0
nepal,55.0
nepalese,189.0
nepali,98.0
nephew,1325.0
nephews,318.0
nepotism,10.0
neptune,72.0
ner,12.0
nerd,612.0
nerds,293.0
nerdy,246.0
nerf,34.0
neri,17.0
nero,195.0
neros,37.0
nerve,1395.0
nerves,473.0
nervo,29.0
nervous,4661.0
nervously,124.0
nervousness,67.0
nes,54.0
nespresso,82.0
ness,1326.0
nessie,17.0
nest,500.0
nestea,27.0
nested,47.0
nesting,51.0
nestle,102.0
nestled,1444.0
nestling,10.0
nestor,11.0
nests,34.0
net,1031.0
netbook,29.0
netflix,416.0
nether,61.0
netherlands,53.0
nets,203.0
nett,298.0
nette,123.0
netted,51.0
nettement,15.0
netten,38.0
netter,67.0
nettes,71.0
netting,53.0
nettle,26.0
network,2802.0
networking,358.0
networks,157.0
neu,47.0
neue,59.0
neuen,45.0
neuer,18.0
neues,23.0
neuf,20.0
neufs,10.0
neuro,40.0
neurological,27.0
neurologist,54.0
neurology,21.0
neuromuscular,13.0
neurons,12.0
neurosurgeon,15.0
neurotic,81.0
neuter,178.0
neutered,153.0
neutering,54.0
neutral,590.0
neutralize,41.0
neutralized,10.0
neutralizes,12.0
neutrals,27.0
neutrogena,29.0
neva,13.0
nevada,2798.0
nevadan,16.0
nevadans,11.0
neve,41.0
neverending,72.0
neverland,11.0
nevermind,343.0
new,177172.0
newark,74.0
newb,66.0
newbie,892.0
newbies,700.0
newborn,298.0
newborns,39.0
newbs,48.0
newbury,12.0
newby,31.0
newcastle,246.0
newcastles,18.0
newcomer,193.0
newcomers,252.0
newegg,36.0
newer,3974.0
newest,2169.0
newfangled,24.0
newfound,82.0
newfoundland,22.0
newhaven,34.0
newington,222.0
newish,120.0
newk,76.0
newks,12.0
newly,2753.0
newlywed,23.0
newlyweds,46.0
newman,79.0
newness,167.0
newpaper,12.0
newport,224.0
news,5039.0
newsagent,25.0
newsagents,67.0
newscast,12.0
newsfeed,11.0
newsflash,50.0
newsletter,216.0
newsletters,30.0
newspaper,1312.0
newspapers,430.0
newsprint,28.0
newsroom,17.0
newsstand,24.0
newt,34.0
newtimes,12.0
newton,126.0
newtons,13.0
newtown,19.0
newyork,43.0
newyorker,16.0
nex,24.0
nextcare,58.0
nextdoor,61.0
nexus,43.0
nez,33.0
nf,18.0
nfc,26.0
nfi,20.0
nfl,1143.0
nfr,52.0
ng,63.0
nght,11.0
ngiri,17.0
ngo,40.0
nguyen,168.0
nh,59.0
nha,22.0
nhat,42.0
nhl,198.0
nho,11.0
nhra,17.0
nhs,21.0
nhu,15.0
ni,374.0
nia,27.0
niagara,43.0
niagra,14.0
nib,41.0
nibble,538.0
nibbled,221.0
nibbler,11.0
nibblers,29.0
nibbles,318.0
nibblets,11.0
nibbling,181.0
nibbly,13.0
niblets,21.0
nibs,71.0
nic,119.0
nicantoni,23.0
nicaragua,25.0
nicaraguan,45.0
niccoli,35.0
nice,342151.0
nicely,17634.0
niceness,88.0
nicer,8652.0
nicest,4890.0
niceties,65.0
nicety,18.0
nicey,12.0
niche,860.0
niches,31.0
nicholas,165.0
nichole,56.0
nichols,63.0
nicholson,146.0
nicht,3567.0
nichtraucher,20.0
nichts,330.0
nick,2027.0
nicked,93.0
nickel,1310.0
nickelback,32.0
nickeled,45.0
nickelodeon,28.0
nickels,133.0
nicki,93.0
nickle,273.0
nickleback,18.0
nickled,40.0
nickles,33.0
nicknacks,24.0
nickname,221.0
nicknamed,97.0
nicknames,35.0
nicks,224.0
nicky,375.0
nicley,10.0
nico,136.0
nicoise,249.0
nicola,28.0
nicolas,44.0
nicole,1191.0
nicolette,23.0
nicolle,23.0
nicolson,63.0
nicotine,185.0
nics,12.0
nicu,50.0
nie,182.0
niece,1594.0
nieces,325.0
nieghborhood,21.0
nielsen,179.0
nielsens,18.0
nielson,23.0
niemals,10.0
nieman,27.0
niemand,27.0
niente,14.0
niet,35.0
niether,21.0
nieve,14.0
nieves,15.0
nifty,552.0
nigel,44.0
nigeria,19.0
nigerian,34.0
niggle,23.0
niggles,19.0
nigh,138.0
nighclub,26.0
nighmare,11.0
night,213736.0
nightcap,192.0
nightclub,4744.0
nightclubs,933.0
nighter,123.0
nighters,49.0
nightfall,25.0
nightgown,12.0
nighthawk,17.0
nightime,15.0
nightlife,1356.0
nightlight,19.0
nightly,1065.0
nightmare,3195.0
nightmares,460.0
nightmarish,73.0
nights,22418.0
nightshade,14.0
nightspot,28.0
nightspots,19.0
nightstand,219.0
nightstands,50.0
nightswim,16.0
nighttime,413.0
nigiri,5699.0
nigiris,150.0
nigori,91.0
nigri,147.0
nihari,15.0
nihon,32.0
niiice,17.0
niiiice,24.0
niiiiice,12.0
nik,37.0
nike,722.0
nikes,56.0
niketown,50.0
niki,79.0
nikki,805.0
nikko,132.0
nikkos,18.0
niko,52.0
nikon,59.0
niku,37.0
nil,97.0
nilaga,18.0
nile,271.0
nill,11.0
nilla,63.0
nilly,46.0
niman,86.0
nimble,18.0
nimbus,100.0
nimmt,33.0
nimrods,12.0
nin,25.0
nina,303.0
nincompoop,10.0
niner,41.0
niners,80.0
nines,228.0
nineteen,33.0
nineteenth,13.0
nineties,78.0
ninety,155.0
ninfa,16.0
nini,24.0
ninja,686.0
ninjas,92.0
nino,89.0
ninos,70.0
nintendo,189.0
ninth,86.0
nior,15.0
nip,148.0
nipped,55.0
nipper,19.0
nippers,31.0
nipping,36.0
nipple,140.0
nipples,136.0
nippon,13.0
nippy,46.0
nips,33.0
nique,30.0
nirgends,12.0
niro,93.0
nirvana,639.0
nishihara,24.0
nissan,462.0
nissans,17.0
nit,515.0
nita,29.0
nitamago,75.0
nitaya,30.0
nitch,12.0
nite,1335.0
niteclub,11.0
nites,172.0
nitpick,129.0
nitpicking,126.0
nitpicks,18.0
nitpicky,111.0
nitrate,33.0
nitrates,37.0
nitro,156.0
nitrogen,305.0
nitrous,26.0
nits,38.0
nittaya,66.0
nitty,177.0
nitwit,16.0
niu,27.0
niveau,251.0
niveaux,19.0
nix,155.0
nixed,59.0
nixing,10.0
nixon,47.0
niza,29.0
niçoise,38.0
nj,774.0
njc,39.0
njoy,12.0
nk,16.0
nkotb,21.0
nl,88.0
nlcs,12.0
nlhe,13.0
nls,18.0
nlv,104.0
nm,407.0
nn,24.0
nny,58.0
no1,47.0
no1dp,122.0
noah,191.0
nob,134.0
nobel,48.0
nobhill,157.0
noble,676.0
nobles,108.0
nobodies,23.0
nobodys,10.0
nobou,13.0
nobs,87.0
nobu,1828.0
nobuo,216.0
nobus,16.0
noca,369.0
noce,23.0
noch,1277.0
noche,118.0
noches,39.0
nochmal,61.0
nochmals,18.0
nocochi,17.0
nocturnal,56.0
nocturne,56.0
nod,733.0
noda,1237.0
nodded,378.0
nodding,134.0
noddle,71.0
noddles,147.0
node,19.0
nodes,12.0
nods,107.0
noe,64.0
noel,134.0
noelle,45.0
noes,11.0
nofo,19.0
nog,114.0
nogada,83.0
nogales,89.0
noggin,37.0
nogo,12.0
noi,27.0
noice,26.0
noir,1474.0
noire,77.0
noires,23.0
noirs,52.0
noise,9043.0
noisemakers,11.0
noises,890.0
noisette,50.0
noisettes,22.0
noisey,93.0
noisier,60.0
noisiest,24.0
noisily,33.0
noisiness,13.0
noisy,5574.0
noix,125.0
nojito,13.0
nokia,23.0
nola,471.0
nolan,52.0
nolen,88.0
nom,3743.0
nomad,23.0
nomadic,11.0
nombre,107.0
nombreuses,60.0
nombreux,93.0
nomenal,15.0
nomenclature,22.0
nominal,239.0
nominally,23.0
nominate,32.0
nominated,67.0
nomination,20.0
nominee,23.0
noming,12.0
nommed,21.0
nommer,12.0
nomming,28.0
nommy,40.0
nomnom,42.0
nomnomnom,64.0
nomnomnomnom,14.0
noms,306.0
nomz,30.0
non,27277.0
nona,96.0
nonalcoholic,87.0
noncasino,10.0
nonchalance,13.0
nonchalant,196.0
nonchalantly,88.0
nondairy,13.0
nondescript,658.0
nonetheless,4530.0
nonexistant,32.0
nonexistent,798.0
nonfat,160.0
nonfiction,32.0
nonfunctional,11.0
nonjudgmental,12.0
nonna,97.0
nonni,12.0
nono,13.0
nonplussed,36.0
nonprofit,97.0
nonrefundable,29.0
nonsense,1400.0
nonsensical,99.0
nonsmoker,18.0
nonsmokers,24.0
nonsmoking,248.0
nonstop,377.0
nontheless,43.0
nontraditional,69.0
nonverbal,12.0
nonya,12.0
noo,53.0
noob,183.0
noobs,99.0
noodes,11.0
noodle,15361.0
noodled,14.0
noodlehead,99.0
noodles,29468.0
noodley,20.0
noodly,23.0
nook,729.0
nooks,433.0
noon,5237.0
nooner,17.0
noonish,56.0
noontime,32.0
nooo,87.0
noooo,152.0
nooooo,131.0
noooooo,54.0
nooooooo,33.0
noooooooo,39.0
nooooooooo,16.0
nooooooooooo,10.0
noor,33.0
noose,15.0
noosh,18.0
nopal,31.0
nopales,115.0
nopalito,21.0
nopalitos,29.0
nope,5203.0
nopho,21.0
nora,544.0
norah,40.0
noras,18.0
norcal,114.0
nord,82.0
nordic,37.0
nordie,15.0
nordies,31.0
nordique,11.0
nordstom,17.0
nordstrom,1352.0
nordstroms,239.0
nordy,54.0
nordys,13.0
nore,18.0
noreen,36.0
norfolk,12.0
nori,618.0
norm,2570.0
norma,132.0
normal,17709.0
normalcy,29.0
normale,40.0
normalement,44.0
normalen,38.0
normaler,11.0
normalerweise,16.0
normales,10.0
normality,12.0
normally,19982.0
normals,10.0
normaly,28.0
norman,146.0
normand,29.0
normandie,11.0
normandy,29.0
normous,56.0
norms,76.0
norovirus,20.0
norris,108.0
norse,11.0
norstrom,13.0
norte,52.0
nortena,41.0
norteno,42.0
norterra,188.0
norteña,19.0
north,13959.0
northbound,56.0
northeast,493.0
northeastern,54.0
norther,12.0
northern,1897.0
northerner,29.0
northerners,21.0
northlake,234.0
northshore,24.0
northside,183.0
northsight,62.0
northtown,10.0
northward,11.0
northwest,985.0
northwestern,30.0
northwoods,18.0
norton,34.0
norwalk,18.0
norway,70.0
norwegian,114.0
nos,468.0
nosco,40.0
nose,3175.0
nosebleed,92.0
nosebleeds,47.0
nosed,60.0
nosedive,31.0
noses,258.0
nosey,62.0
nosh,977.0
noshed,98.0
noshes,39.0
noshing,179.0
nosing,18.0
nostalgia,1054.0
nostalgic,1124.0
nostalgically,14.0
nostalgie,15.0
nostalgique,12.0
nostra,17.0
nostrano,93.0
nostril,54.0
nostrils,191.0
nosy,93.0
nota,19.0
notable,1081.0
notables,80.0
notably,518.0
notamment,75.0
notarize,11.0
notarized,63.0
notary,131.0
notate,22.0
notated,17.0
notation,36.0
notations,16.0
notch,17050.0
notched,46.0
notches,383.0
note,25256.0
noteable,32.0
notebook,152.0
notebooks,122.0
notecards,11.0
noted,3938.0
notepad,113.0
notepads,39.0
noter,70.0
notes,3137.0
noteworthy,639.0
notez,12.0
nother,120.0
nothign,16.0
nothin,359.0
nothingness,55.0
nothings,72.0
noticable,73.0
noticably,30.0
notice,14452.0
noticeable,1350.0
noticeably,739.0
noticed,28197.0
notices,440.0
noticing,1095.0
notification,240.0
notifications,88.0
notified,1058.0
notifies,20.0
notify,508.0
notifying,189.0
noting,904.0
notion,425.0
notions,150.0
noto,29.0
notoriety,67.0
notorious,499.0
notoriously,200.0
notre,1138.0
nots,42.0
notsomuch,11.0
notte,57.0
notwendig,11.0
notwithstanding,154.0
nouba,37.0
nouc,12.0
nougat,112.0
nougatine,11.0
nough,58.0
nouilles,77.0
noun,46.0
noung,20.0
nourish,189.0
nourished,38.0
nourishing,57.0
nourishment,110.0
nourrir,19.0
nourriture,732.0
nous,3284.0
nouveau,461.0
nouveauté,12.0
nouveautés,25.0
nouveaux,62.0
nouvel,39.0
nouvelle,163.0
nouvellement,14.0
nouvelles,66.0
nov,552.0
nova,417.0
novacaine,19.0
novak,14.0
novanta,40.0
nove,249.0
noveau,10.0
novecento,126.0
novel,977.0
novella,12.0
novels,292.0
novelties,130.0
novelty,1761.0
november,2197.0
novembre,20.0
novice,635.0
novices,104.0
novocain,16.0
novocaine,29.0
novotel,17.0
nowadays,1131.0
nowait,27.0
noway,12.0
nowdays,16.0
nows,10.0
noxious,45.0
noy,16.0
nozzle,103.0
nozzles,79.0
noël,73.0
np,194.0
npr,84.0
nps,59.0
nr,41.0
nra,24.0
ns,53.0
nsa,29.0
nsc,40.0
nsf,22.0
nstyle,19.0
nsync,22.0
nt,417.0
nth,62.0
ntn,45.0
nto,20.0
nu,195.0
nua,47.0
nuance,97.0
nuanced,102.0
nuances,194.0
nub,20.0
nubs,40.0
nuclear,320.0
nude,427.0
nudelgerichte,11.0
nudeln,56.0
nudge,180.0
nudged,54.0
nudges,14.0
nudging,29.0
nudie,35.0
nudist,13.0
nudity,339.0
nudo,14.0
nueske,54.0
nueva,13.0
nuevo,59.0
nuez,25.0
nuf,108.0
nuff,948.0
nug,24.0
nugget,2000.0
nuggets,1596.0
nugs,16.0
nuh,24.0
nui,20.0
nuisance,345.0
nuisances,28.0
nuit,115.0
nuits,19.0
nuke,129.0
nuked,225.0
nuking,24.0
nul,28.0
null,53.0
nulle,16.0
nullify,14.0
nulook,49.0
num,142.0
numb,450.0
numbed,75.0
number,27815.0
numbered,283.0
numbering,74.0
numbers,2883.0
numbing,282.0
numbingly,50.0
numbness,48.0
numbs,18.0
numerical,21.0
numero,157.0
numerous,7041.0
nummer,20.0
nummers,18.0
nummy,135.0
nums,12.0
numéro,30.0
nun,220.0
nunca,18.0
nunez,16.0
nuns,47.0
nunthaporn,22.0
nuoc,185.0
nuong,487.0
nuovo,15.0
nuptials,39.0
nur,1142.0
nurse,2473.0
nursed,77.0
nurseries,67.0
nursery,542.0
nurses,1395.0
nursing,753.0
nurture,44.0
nurtured,28.0
nurturing,106.0
nut,3745.0
nutcase,11.0
nutcracker,136.0
nutella,4289.0
nuthin,51.0
nutjob,14.0
nutmeg,346.0
nutrient,36.0
nutrients,122.0
nutrishop,14.0
nutrition,928.0
nutritional,597.0
nutritionally,34.0
nutritionist,68.0
nutritious,310.0
nuts,6649.0
nutshell,549.0
nutso,24.0
nutt,22.0
nuttella,29.0
nutter,121.0
nuttier,22.0
nuttin,32.0
nuttiness,70.0
nutts,11.0
nutty,1012.0
nutz,32.0
nutzen,23.0
nuvo,12.0
nuys,16.0
nv,1096.0
nvm,12.0
nvr,20.0
nw,702.0
nwc,14.0
nxt,59.0
ny,12095.0
nyc,6519.0
nye,1097.0
nyer,62.0
nyers,18.0
nyf,20.0
nyki,16.0
nylon,60.0
nylons,16.0
nymphs,10.0
nyny,805.0
nypd,551.0
nyquil,34.0
nys,13.0
nyt,22.0
nytimes,31.0
nyx,20.0
nz,74.0
não,44.0
nächste,36.0
nächsten,60.0
nähe,100.0
nämlich,42.0
néanmoins,41.0
nécessaire,33.0
nécessairement,43.0
négatif,60.0
négatifs,19.0
négative,10.0
névé,39.0
nötig,11.0
número,23.0
o2,85.0
o_0,18.0
o_o,182.0
oaf,15.0
oahu,183.0
oak,779.0
oaked,23.0
oakenfold,64.0
oakey,66.0
oakland,1621.0
oakley,99.0
oakleys,11.0
oakmont,23.0
oaks,72.0
oakville,73.0
oaky,40.0
oar,20.0
oars,14.0
oases,10.0
oasis,1961.0
oat,159.0
oatcakes,45.0
oates,21.0
oath,49.0
oatmeal,2946.0
oatmeals,13.0
oats,336.0
oaxaca,241.0
oaxacan,130.0
ob,659.0
obagi,16.0
obama,334.0
obamacare,27.0
oban,22.0
obd,14.0
obedience,63.0
obedient,32.0
obediently,10.0
obelisk,18.0
oben,69.0
ober,13.0
oberen,29.0
oberon,50.0
obese,329.0
obesity,145.0
obey,78.0
obeyed,17.0
obgyn,186.0
obh,30.0
obi,16.0
obispo,16.0
object,530.0
objected,61.0
objectif,10.0
objectified,10.0
objection,63.0
objectionable,42.0
objections,52.0
objective,337.0
objectively,90.0
objectives,26.0
objectivity,10.0
objects,381.0
objet,13.0
objets,37.0
obligated,445.0
obligation,200.0
obligations,77.0
obligatoire,22.0
obligatory,572.0
oblige,375.0
obliged,749.0
obliges,18.0
obliging,58.0
obligingly,17.0
obligé,20.0
obliterate,16.0
obliterated,82.0
oblivion,157.0
oblivious,463.0
obliviously,23.0
oblong,79.0
obnoxious,3039.0
obnoxiously,426.0
obnoxiousness,22.0
obrien,12.0
obs,10.0
obscene,418.0
obscenely,178.0
obscenities,93.0
obscenity,12.0
obscura,59.0
obscure,922.0
obscured,86.0
obscures,19.0
obscuring,19.0
obscurity,15.0
obsequious,48.0
observance,14.0
observant,223.0
observation,1034.0
observational,12.0
observations,359.0
observatory,86.0
observe,601.0
observed,996.0
observer,138.0
observers,15.0
observes,15.0
observing,280.0
obsess,49.0
obsessed,1940.0
obsessing,52.0
obsession,741.0
obsessions,21.0
obsessive,125.0
obsessively,45.0
obsolescence,10.0
obsolete,79.0
obssessed,13.0
obst,30.0
obstacle,250.0
obstacles,282.0
obstinate,21.0
obstruct,26.0
obstructed,177.0
obstructing,32.0
obstruction,48.0
obstructions,39.0
obstructs,11.0
obtain,525.0
obtainable,18.0
obtained,256.0
obtaining,139.0
obtains,11.0
obtenir,30.0
obtrusive,226.0
obtuse,27.0
obv,51.0
obvi,64.0
obvioulsy,12.0
obvious,6325.0
obviously,18166.0
obvs,27.0
obwohl,111.0
oc,581.0
ocassion,32.0
ocassional,19.0
ocassionally,20.0
ocassions,32.0
ocatilla,41.0
ocb,23.0
occaision,15.0
occaisions,16.0
occasion,8864.0
occasional,2706.0
occasionally,3904.0
occasionaly,15.0
occasions,7723.0
occassion,326.0
occassional,57.0
occassionally,100.0
occassions,268.0
occation,10.0
occitane,88.0
occult,14.0
occupancy,254.0
occupant,103.0
occupants,149.0
occupation,57.0
occupational,30.0
occupations,13.0
occupe,17.0
occuper,13.0
occupied,3003.0
occupies,232.0
occupy,380.0
occupying,212.0
occupé,56.0
occupée,13.0
occupés,11.0
occur,568.0
occurance,47.0
occured,103.0
occurence,32.0
occuring,28.0
occurred,1038.0
occurrence,491.0
occurrences,42.0
occurring,190.0
occurs,322.0
ocd,327.0
ocean,2374.0
oceanaire,13.0
oceanic,44.0
oceans,80.0
oceanside,26.0
oceany,12.0
och,64.0
ocha,83.0
ochazuke,16.0
ocho,35.0
oclock,46.0
ocotillo,155.0
oct,537.0
octagon,17.0
octagonal,10.0
octane,436.0
octavius,90.0
october,2583.0
octoberfest,119.0
octobre,15.0
octogenarian,18.0
octogenarians,17.0
octopi,35.0
octopus,4402.0
octopuses,15.0
octopussy,11.0
octupus,43.0
od,172.0
odaki,19.0
odana,80.0
odd,13750.0
oddball,133.0
oddballs,11.0
oddbins,22.0
odder,22.0
oddest,133.0
oddities,145.0
oddity,140.0
oddly,2359.0
oddness,28.0
odds,1151.0
ode,119.0
odelay,11.0
odell,66.0
oden,62.0
odeon,41.0
oder,941.0
odered,35.0
odering,15.0
odessa,36.0
odeur,69.0
odeurs,18.0
odham,30.0
odin,17.0
odometer,40.0
odor,1298.0
odorless,21.0
odors,181.0
odour,24.0
ods,32.0
odwalla,19.0
odyssey,73.0
oe,62.0
oeil,55.0
oelek,11.0
oem,144.0
oenophile,25.0
oeuf,113.0
oeufs,193.0
oeurves,11.0
oeuvre,60.0
oeuvres,189.0
ofc,26.0
ofcourse,179.0
ofen,13.0
offal,99.0
offbeat,94.0
offed,10.0
offen,63.0
offenbar,11.0
offenbarung,11.0
offence,36.0
offend,310.0
offended,1483.0
offender,120.0
offenders,58.0
offending,142.0
offends,39.0
offene,14.0
offenen,11.0
offense,747.0
offenses,33.0
offensichtlich,20.0
offensive,1084.0
offensively,70.0
offer,50134.0
offered,34703.0
offeres,13.0
offering,9062.0
offerings,7632.0
offerred,44.0
offerring,11.0
offers,15803.0
offert,115.0
offerte,24.0
offertes,33.0
offerts,63.0
offf,12.0
offhand,33.0
offhandedly,12.0
offical,11.0
offically,14.0
office,30185.0
officemax,67.0
officer,673.0
officers,428.0
offices,1414.0
official,1488.0
officially,1846.0
officials,69.0
officiant,81.0
officiating,13.0
officious,12.0
offing,14.0
offish,123.0
offline,46.0
offload,11.0
offputting,90.0
offrait,16.0
offrant,29.0
offre,436.0
offrent,116.0
offres,10.0
offrir,109.0
offroad,23.0
offs,415.0
offseason,16.0
offset,749.0
offsets,38.0
offsetting,32.0
offshoot,47.0
offshore,11.0
offsite,107.0
offspring,99.0
offten,10.0
offthestrip,15.0
ofr,14.0
oft,281.0
oftentimes,163.0
ofter,27.0
ofthe,17.0
og,693.0
ogden,341.0
oggi,77.0
oggie,179.0
oggle,14.0
ogle,119.0
ogled,32.0
ogling,102.0
ogre,44.0
ogs,17.0
oh,70534.0
ohana,193.0
ohare,15.0
ohh,550.0
ohhh,584.0
ohhhh,387.0
ohhhhh,144.0
ohhhhhh,57.0
ohhhhhhh,31.0
ohhhhhhhh,14.0
ohio,801.0
ohjah,132.0
ohm,34.0
ohmigod,14.0
ohmygod,39.0
ohmygoodness,24.0
ohmygosh,24.0
ohne,260.0
ohnehin,13.0
ohs,16.0
ohso,270.0
ohya,33.0
oi,105.0
oid,11.0
oignon,75.0
oignons,109.0
oil,27086.0
oiled,487.0
oilier,41.0
oiliest,10.0
oiliness,68.0
oiling,16.0
oils,1457.0
oily,5250.0
oink,377.0
ointment,70.0
ointments,12.0
oishi,48.0
oishii,110.0
oj,1901.0
ojs,14.0
ok,102346.0
oka,14.0
okaaaay,28.0
okaaay,28.0
okada,220.0
okaki,15.0
okay,51368.0
okayed,13.0
okayish,13.0
okayyy,18.0
okayyyy,14.0
okc,26.0
oke,15.0
okey,34.0
okie,33.0
okinawa,107.0
okinawan,51.0
