,feature,count
39050,mutters,16.0
39055,muuuuch,13.0
39059,muzzled,10.0
39061,mv,15.0
39068,mwu,15.0
39071,myagi,17.0
39076,mykonos,16.0
39077,mylanta,17.0
39080,myofascial,19.0
39081,myopic,16.0
39086,myrna,12.0
39089,myslef,15.0
39100,mysticism,10.0
39102,mystifying,18.0
39107,mythique,15.0
39108,mythological,14.0
39114,myyy,16.0
39115,myyyy,16.0
39116,mz,16.0
39118,mâche,12.0
39119,mâché,10.0
39120,mädels,11.0
39121,männer,12.0
39125,médium,12.0
39129,mélangé,16.0
39131,mémorable,12.0
39134,méritent,16.0
39135,métal,13.0
39136,métier,12.0
39138,métropole,12.0
39139,méxico,13.0
39143,möbel,17.0
39145,mögen,15.0
39148,möglichkeiten,13.0
39149,mötley,14.0
39150,mühe,14.0
39151,müll,12.0
39152,münchen,14.0
39156,n00bs,16.0
39166,nabbing,16.0
39170,nachbartisch,18.0
39173,nachfragen,15.0
39174,nachgelassen,16.0
39176,nachmittag,15.0
39177,nachmittags,10.0
39183,nachteil,17.0
39186,nachvollziehen,15.0
39187,nack,14.0
39191,nacs,18.0
39197,nadya,19.0
39206,nagel,11.0
39212,nahe,18.0
39213,nahezu,13.0
39214,nahh,11.0
39215,nahhh,11.0
39216,nahhhh,10.0
39218,nahmen,13.0
39219,nai,18.0
39223,nailpolish,18.0
39225,nair,18.0
39235,nakata,19.0
39239,naks,15.0
39248,namesakes,18.0
39253,namur,10.0
39264,nani,14.0
39269,nanosecond,13.0
39272,nao,12.0
39276,napalm,15.0
39277,nape,19.0
39278,naperville,18.0
39279,napier,13.0
39287,napoletano,11.0
39290,napolitan,12.0
39295,nappes,13.0
39299,naptime,12.0
39301,nara,14.0
39304,naranjas,13.0
39306,narcissism,14.0
39313,narrate,10.0
39332,nascent,13.0
39336,nassau,12.0
39358,nathaniel,16.0
39360,natic,11.0
39363,nationale,13.0
39372,nativity,17.0
39373,nato,14.0
39376,natter,14.0
39379,natur,15.0
39381,naturale,14.0
39387,naturelle,17.0
39388,naturellement,10.0
39391,naturesource,13.0
39392,naturopath,16.0
39398,naughtiness,15.0
39401,nauseam,10.0
39402,nauseas,17.0
39414,navarro,16.0
39415,nave,11.0
39417,navi,12.0
39421,navigatedfrom,16.0
39424,navigational,19.0
39432,naysayer,10.0
39436,naïve,18.0
39444,nce,19.0
39446,ncie,12.0
39450,nduja,14.0
39454,neanderthals,13.0
39463,nears,16.0
39467,neath,15.0
39474,nebenbei,12.0
39476,nebulizer,12.0
39477,nebulous,17.0
39478,neccesary,10.0
39489,necked,19.0
39490,necking,13.0
39494,necklines,12.0
39496,necktie,16.0
39497,neckties,10.0
39501,nectars,12.0
39506,needa,13.0
39510,needlepoint,18.0
39514,needlework,12.0
39515,needling,19.0
39519,neeed,15.0
39523,nefelie,15.0
39532,negativen,10.0
39537,negimaki,12.0
39538,negitive,14.0
39549,negociants,17.0
39556,negotiator,18.0
39560,negronis,11.0
39562,negs,17.0
39564,nehme,16.0
39567,neices,18.0
39581,neighbourhoods,19.0
39585,neill,18.0
39586,neils,10.0
39587,neilsen,13.0
39591,nekked,19.0
39593,neko,10.0
39604,nelsons,10.0
39610,nene,18.0
39612,nennen,11.0
39620,neosporin,19.0
39626,nepotism,10.0
39628,ner,12.0
39633,neri,17.0
39645,nessie,17.0
39652,nestling,10.0
39653,nestor,11.0
39664,nettement,15.0
39676,neuer,18.0
39679,neufs,10.0
39684,neuromuscular,13.0
39685,neurons,12.0
39686,neurosurgeon,15.0
39693,neutralized,10.0
39694,neutralizes,12.0
39697,neva,13.0
39699,nevadan,16.0
39700,nevadans,11.0
39703,neverland,11.0
39713,newbury,12.0
39716,newcastles,18.0
39729,newks,12.0
39735,newpaper,12.0
39740,newscast,12.0
39741,newsfeed,11.0
39748,newsroom,17.0
39751,newtimes,12.0
39753,newtons,13.0
39754,newtown,19.0
39756,newyorker,16.0
39762,nf,18.0
39768,nght,11.0
39769,ngiri,17.0
39776,nho,11.0
39777,nhra,17.0
39779,nhu,15.0
39783,niagra,14.0
39787,nibbler,11.0
39790,nibblets,11.0
39792,nibbly,13.0
39806,nicety,18.0
39807,nicey,12.0
39826,nickleback,18.0
39835,nicley,10.0
39845,nics,12.0
39852,nielsens,18.0
39854,niemals,10.0
39857,niente,14.0
39860,nieve,14.0
39861,nieves,15.0
39864,nigeria,19.0
39867,niggles,19.0
39870,nighmare,11.0
39878,nightgown,12.0
39879,nighthawk,17.0
39880,nightime,15.0
39882,nightlight,19.0
39888,nightshade,14.0
39890,nightspots,19.0
39893,nightswim,16.0
39899,nihari,15.0
39901,niiice,17.0
39903,niiiiice,12.0
39911,nikkos,18.0
39916,nilaga,18.0
39918,nill,11.0
39922,nimble,18.0
39925,nimrods,12.0
39928,nincompoop,10.0
39933,nineteenth,13.0
39936,ninfa,16.0
39944,nior,15.0
39947,nipper,19.0
39952,nippon,13.0
39956,nirgends,12.0
39961,nissans,17.0
39966,nitch,12.0
39968,niteclub,11.0
39972,nitpicks,18.0
39982,nitwit,16.0
39985,niveaux,19.0
39988,nixing,10.0
39994,njoy,12.0
39995,nk,16.0
39998,nlcs,12.0
39999,nlhe,13.0
40000,nls,18.0
40014,nobodys,10.0
40015,nobou,13.0
40019,nobus,16.0
40026,nochmals,18.0
40027,nocochi,17.0
40036,node,19.0
40037,nodes,12.0
40042,noes,11.0
40043,nofo,19.0
40048,nogo,12.0
40056,noisemakers,11.0
40064,noisiness,13.0
40067,nojito,13.0
40074,nomadic,11.0
40078,nomenal,15.0
40086,noming,12.0
40088,nommer,12.0
40093,nomnomnomnom,14.0
40099,noncasino,10.0
40100,nonchalance,13.0
40103,nondairy,13.0
40110,nonfunctional,11.0
40111,nonjudgmental,12.0
40113,nonni,12.0
40114,nono,13.0
40120,nonsmoker,18.0
40126,nonverbal,12.0
40127,nonya,12.0
40131,noodes,11.0
40133,noodled,14.0
40141,nooner,17.0
40150,nooooooooo,16.0
40151,nooooooooooo,10.0
40153,noose,15.0
40154,noosh,18.0
40163,noras,18.0
40167,nordie,15.0
40169,nordique,11.0
40170,nordstom,17.0
40174,nordys,13.0
40175,nore,18.0
40177,norfolk,12.0
40186,normaler,11.0
40187,normalerweise,16.0
40188,normales,10.0
40189,normality,12.0
40191,normals,10.0
40195,normandie,11.0
40201,norse,11.0
40202,norstrom,13.0
40207,norteña,19.0
40212,norther,12.0
40220,northtown,10.0
40221,northward,11.0
40224,northwoods,18.0
40226,norwalk,18.0
40242,nosing,18.0
40245,nostalgically,14.0
40246,nostalgie,15.0
40247,nostalgique,12.0
40248,nostra,17.0
40253,nota,19.0
40258,notarize,11.0
40262,notated,17.0
40264,notations,16.0
40272,notecards,11.0
40279,notez,12.0
40281,nothign,16.0
40308,notsomuch,11.0
40310,notwendig,11.0
40313,nouc,12.0
40315,nougatine,11.0
40324,nourrir,19.0
40328,nouveauté,12.0
40333,nouvellement,14.0
40337,novacaine,19.0
40338,novak,14.0
40341,noveau,10.0
40344,novella,12.0
40352,novocain,16.0
40354,novotel,17.0
40357,noway,12.0
40358,nowdays,16.0
40359,nows,10.0
40361,noy,16.0
40374,nstyle,19.0
40389,nudelgerichte,11.0
40393,nudges,14.0
40396,nudist,13.0
40398,nudo,14.0
40400,nueva,13.0
40408,nugs,16.0
40414,nuits,19.0
40420,nulle,16.0
40421,nullify,14.0
40433,numbs,18.0
40438,nummers,18.0
40440,nums,12.0
40443,nunca,18.0
40444,nunez,16.0
40449,nuovo,15.0
40462,nutcase,11.0
40466,nutjob,14.0
40470,nutrishop,14.0
40485,nutts,11.0
40489,nuvo,12.0
40490,nuys,16.0
40492,nvm,12.0
40495,nwc,14.0
40501,nyers,18.0
40503,nyki,16.0
40505,nylons,16.0
40506,nymphs,10.0
40510,nys,13.0
40524,négatifs,19.0
40525,négative,10.0
40527,nötig,11.0
40530,o_0,18.0
40532,oaf,15.0
40540,oakleys,11.0
40546,oars,14.0
40547,oases,10.0
40554,oatmeals,13.0
40559,obagi,16.0
40563,obd,14.0
40566,obediently,10.0
40567,obelisk,18.0
40569,ober,13.0
40575,obeyed,17.0
40578,obi,16.0
40579,obispo,16.0
40582,objectif,10.0
40583,objectified,10.0
40590,objectivity,10.0
40592,objet,13.0
40601,obliges,18.0
40603,obligingly,17.0
40605,obliterate,16.0
40614,obrien,12.0
40615,obs,10.0
40619,obscenity,12.0
40623,obscures,19.0
40624,obscuring,19.0
40625,obscurity,15.0
40627,observance,14.0
40630,observational,12.0
40636,observers,15.0
40637,observes,15.0
40646,obsolescence,10.0
40648,obssessed,13.0
40658,obstructs,11.0
40660,obtainable,18.0
40663,obtains,11.0
40669,obvioulsy,12.0
40676,ocassional,19.0
40681,occaision,15.0
40682,occaisions,16.0
40686,occasionaly,15.0
40692,occation,10.0
40694,occult,14.0
40700,occupations,13.0
40701,occupe,17.0
40702,occuper,13.0
40708,occupée,13.0
40709,occupés,11.0
40722,oceanaire,13.0
40726,oceany,12.0
40729,ochazuke,16.0
40734,octagon,17.0
40735,octagonal,10.0
40740,octobre,15.0
40741,octogenarian,18.0
40742,octogenarians,17.0
40745,octopuses,15.0
40746,octopussy,11.0
40749,odaki,19.0
40753,oddballs,11.0
40763,odelay,11.0
40769,odering,15.0
40772,odeurs,18.0
40774,odin,17.0
40781,odwalla,19.0
40785,oelek,11.0
40790,oeurves,11.0
40795,ofen,13.0
40798,offed,10.0
40800,offenbar,11.0
40801,offenbarung,11.0
40809,offene,14.0
40810,offenen,11.0
40818,offeres,13.0
40822,offerring,11.0
40828,offf,12.0
40830,offhandedly,12.0
40831,offical,11.0
40832,offically,14.0
40842,officiating,13.0
40843,officious,12.0
40844,offing,14.0
40847,offload,11.0
40849,offrait,16.0
40853,offres,10.0
40857,offseason,16.0
40862,offshore,11.0
40865,offten,10.0
40866,offthestrip,15.0
40867,ofr,14.0
40871,ofthe,17.0
40876,oggle,14.0
40881,ogs,17.0
40884,ohare,15.0
40891,ohhhhhhhh,14.0
40895,ohmigod,14.0
40900,ohnehin,13.0
40901,ohs,16.0
40905,oid,11.0
40911,oiliest,10.0
40913,oiling,16.0
40918,ointments,12.0
40922,ojs,14.0
40924,oka,14.0
40928,okaki,15.0
40930,okayed,13.0
40931,okayish,13.0
40932,okayyy,18.0
40933,okayyyy,14.0
40935,oke,15.0
40940,okish,16.0
40944,okras,12.0
40945,oktober,12.0
40947,okx,11.0
40958,oldish,19.0
40959,oldness,12.0
40962,oldskool,12.0
40963,oldsters,16.0
40966,oleanders,13.0
40969,oli,15.0
40974,oliven,19.0
40975,olivenöl,16.0
40982,olla,16.0
40985,olly,13.0
40986,olmstead,12.0
40987,olmsted,15.0
40991,olufsen,14.0
40995,olympians,15.0
40997,olympico,18.0
40999,olympique,16.0
41011,omd,13.0
41021,omeletts,14.0
41037,ominously,12.0
41041,omits,15.0
41044,omiyage,17.0
41052,omletts,11.0
41054,ommegang,12.0
41056,omnimax,16.0
41058,omnis,10.0
41062,omnomnom,18.0
41064,ona,12.0
41065,onassis,14.0
41067,onces,15.0
41069,oncology,17.0
41071,onctueuse,16.0
41073,ondemand,18.0
41075,onerous,16.0
41088,onl,11.0
41091,onlt,10.0
41094,onramp,11.0
41096,onsen,11.0
41107,onus,16.0
41112,onze,16.0
41115,ood,13.0
41119,ooft,10.0
41121,oogled,11.0
41127,oohhhh,12.0
41130,ooing,12.0
41138,oooey,17.0
41139,ooof,16.0
41144,ooohing,13.0
41145,ooohs,14.0
41146,ooomph,12.0
41149,oooohh,18.0
41151,oooohhhh,19.0
41152,oooohhhhh,10.0
41153,ooook,10.0
41154,ooookay,19.0
41157,ooooohhhh,10.0
41161,oooooooh,15.0
41162,ooooooooh,10.0
41163,oooops,18.0
41165,oop,15.0
41167,oopsie,19.0
41181,opend,14.0
41185,openess,13.0
41190,openning,17.0
41195,operandi,17.0
41211,opine,11.0
41212,opined,15.0
41217,opion,12.0
41219,opm,11.0
41220,opnion,12.0
41222,oppertunity,10.0
41223,oppinion,15.0
41227,opportunistic,15.0
41236,oppressed,12.0
41246,optez,15.0
41264,optimus,14.0
41268,optionally,17.0
41269,optioned,14.0
41280,ora,15.0
41283,orale,10.0
41284,orally,18.0
41289,orangewood,16.0
41294,orangutans,10.0
41299,orbison,14.0
41301,orbital,11.0
41308,orchestral,10.0
41309,orchestras,11.0
41310,orchestrate,17.0
41312,orchestrating,13.0
41313,orchestration,10.0
41316,orchiette,15.0
41318,ordained,10.0
41319,orde,10.0
41323,ordentliche,19.0
41326,orderded,19.0
41331,orderes,13.0
41338,ordinances,12.0
41341,ordinate,10.0
41343,ordinateurs,13.0
41345,ordre,18.0
41348,orea,12.0
41349,oreal,14.0
41358,oregonian,11.0
41359,oreida,12.0
41360,oreille,11.0
41376,organisiert,13.0
41377,organising,14.0
41378,organism,11.0
41379,organisms,19.0
41393,orgasmed,10.0
41397,orgeat,17.0
41398,orgies,16.0
41402,oribe,13.0
41405,orientale,13.0
41408,orientations,13.0
41410,orienté,11.0
41411,orifice,13.0
41414,origen,15.0
41434,orin,11.0
41435,orioles,13.0
41444,ornamentation,17.0
41451,orphanage,12.0
41452,orphaned,14.0
41456,orrechiette,16.0
41457,orrman,15.0
41461,orthodontia,13.0
41468,orthopedics,13.0
41472,orvieto,12.0
41473,orville,13.0
41480,osbourne,12.0
41483,oscetra,16.0
41484,oscillating,16.0
41486,ose,19.0
41489,osh,12.0
41493,osheas,15.0
41499,osobuco,11.0
41507,osteopathic,10.0
41509,ostracized,10.0
41514,osé,17.0
41516,ota,12.0
41520,otd,13.0
41521,otehr,10.0
41524,otg,10.0
41525,oth,13.0
41531,otm,14.0
41534,otra,13.0
41536,otros,12.0
41538,otsumami,14.0
41543,ottima,12.0
41544,ottimo,12.0
41548,ottos,18.0
41550,oua,16.0
41551,ouais,13.0
41552,oubliais,12.0
41558,ouchie,12.0
41564,ouin,12.0
41565,ould,11.0
41568,ouncers,13.0
41580,outbid,11.0
41584,outbursts,19.0
41586,outcasts,12.0
41587,outclassed,15.0
41588,outclasses,10.0
41595,outdoing,10.0
41599,outdoorsman,19.0
41601,outed,13.0
41611,outfitting,12.0
41612,outfront,12.0
41616,outgrowing,18.0
41624,outlandishly,17.0
41625,outlast,13.0
41626,outlasted,17.0
41634,outliers,15.0
41645,outperform,15.0
41646,outperforms,13.0
41655,outragious,10.0
41656,outragous,19.0
41662,outsanding,12.0
41667,outshining,10.0
41673,outskirt,11.0
41691,outweighing,12.0
41696,ouvertes,17.0
41700,ouvrent,15.0
41703,ov,18.0
41707,ovarian,13.0
41708,ovaries,14.0
41709,ovary,17.0
41711,ovations,19.0
41712,ove,17.0
41716,overactive,11.0
41720,overalll,14.0
41723,overarching,18.0
41726,overattentive,11.0
41730,overbilled,11.0
41731,overbite,10.0
41737,overbooks,11.0
41741,overcapacity,12.0
41747,overcharred,12.0
41748,overcoat,13.0
41753,overcompensated,14.0
41754,overcompensating,14.0
41755,overcomplicated,15.0
41759,overcooks,10.0
41762,overcrowdedness,10.0
41770,overdosing,14.0
41772,overdramatic,12.0
41773,overdrawn,17.0
41774,overdress,16.0
41784,overexposed,13.0
41799,overhangs,18.0
41802,overhauling,18.0
41804,overheads,15.0
41811,overheats,12.0
41812,overhype,11.0
41814,overhyping,10.0
41818,overindulgent,19.0
41826,overlaps,15.0
41828,overlays,10.0
41836,overlords,11.0
41841,overnighter,14.0
41843,overpack,10.0
41847,overpasses,14.0
41850,overpayment,14.0
41851,overpiced,10.0
41866,overrate,13.0
41868,overreacted,12.0
41870,overridden,12.0
41873,overriding,18.0
41875,overroasted,11.0
41876,overrode,16.0
41881,oversaturated,14.0
41887,overseed,11.0
41894,overserved,12.0
41897,overshadowing,12.0
41899,overshot,13.0
41907,overspending,15.0
41908,overspent,10.0
41915,overstating,10.0
41918,overstaying,11.0
41919,overstimulated,13.0
41926,oversweet,16.0
41927,oversweetened,10.0
41931,overtakes,13.0
41933,overtaxed,13.0
41934,overthinking,10.0
41936,overtip,14.0
41937,overtipped,11.0
41939,overton,13.0
41943,overtop,16.0
41945,overturned,19.0
41950,overwelmed,12.0
41964,owell,11.0
41975,ownerships,10.0
41978,oww,12.0
41982,oxfords,12.0
41984,oxide,17.0
41985,oxidize,11.0
41987,oxidizing,12.0
41991,oxy,13.0
41994,oxymoronic,12.0
41997,oyakodon,14.0
41999,oyishi,11.0
42003,oysy,17.0
42011,p10,11.0
42014,p90,15.0
42023,pacanes,18.0
42026,pacemaker,11.0
42027,pacers,13.0
42029,pachinko,16.0
42031,pacifica,17.0
42034,pacified,14.0
42035,pacifier,13.0
42036,pacifiers,11.0
42060,pacsun,19.0
42062,paczki,14.0
42066,paddies,16.0
42069,paddleboard,14.0
42070,paddleboarding,15.0
42076,paddys,18.0
42078,padilla,16.0
42080,padma,11.0
42088,paese,10.0
42099,paglia,10.0
42101,pagodas,11.0
42108,paiement,11.0
42117,painfull,10.0
42128,paintballs,19.0
42130,paintbrushes,15.0
42146,paisano,19.0
42148,paisible,10.0
42150,paitan,15.0
42151,paitent,10.0
42152,paiute,13.0
42160,paki,18.0
42164,pakodas,10.0
42169,pala,13.0
42183,palazoo,16.0
42186,palces,13.0
42190,palenta,17.0
42193,palermos,14.0
42199,palete,11.0
42204,palisades,19.0
42205,pall,18.0
42214,pallid,15.0
42216,palma,12.0
42217,palmaire,10.0
42219,palmed,11.0
42229,palomilla,15.0
42231,palooza,19.0
42232,palourdes,13.0
42239,pambazo,16.0
42252,panacea,11.0
42259,panara,12.0
42262,pancackes,11.0
42265,panceta,10.0
42293,panelled,18.0
42299,panettone,19.0
42303,pangea,13.0
42315,paniers,12.0
42321,pankcakes,14.0
42323,panky,19.0
42329,panni,18.0
42334,panoply,11.0
42337,panos,13.0
42338,panroast,17.0
42340,panse,12.0
42341,pansies,19.0
42345,pantages,15.0
42346,pantalons,16.0
42347,pantene,12.0
42353,panthère,12.0
42356,pantomime,13.0
42365,panzenella,11.0
42367,paola,17.0
42373,papadams,11.0
42374,papadeaux,18.0
42384,papdi,19.0
42394,papertowels,17.0
42400,papillion,19.0
42403,papineau,18.0
42407,pappadum,13.0
42408,pappadums,16.0
42409,papparadelle,15.0
42415,paps,11.0
42418,papya,11.0
42420,paquet,18.0
42421,paquets,16.0
42425,paraben,19.0
42428,parada,12.0
42438,parados,17.0
42440,paradoxical,11.0
42444,parages,12.0
42450,parakeets,19.0
42451,paralegal,11.0
42453,paralleled,18.0
42459,parameter,13.0
42466,paraphenalia,19.0
42472,parasitic,14.0
42486,parcs,14.0
42494,parentheses,19.0
42495,parenthesis,14.0
42507,parfumé,13.0
42508,parfumée,12.0
42509,pariah,18.0
42518,parisians,10.0
42531,parkinglot,13.0
42532,parkings,14.0
42533,parkland,14.0
42534,parkmöglichkeiten,14.0
42540,parlance,16.0
42543,parlays,12.0
42547,parley,12.0
42548,parlez,12.0
42550,parlons,17.0
42554,parlours,18.0
42559,parmagiano,19.0
42562,parmegiano,12.0
42564,parmesana,12.0
42565,parmesano,14.0
42568,parmeson,10.0
42574,parmis,14.0
42575,parodies,12.0
42579,parr,13.0
42580,parrafin,15.0
42586,parrott,13.0
42587,parry,12.0
42590,parse,14.0
42591,parsely,14.0
42598,partagée,10.0
42599,partagés,12.0
42602,partakes,13.0
42604,partant,10.0
42605,partay,17.0
42608,parterre,14.0
42620,participer,14.0
42625,particularily,18.0
42626,particularity,10.0
42627,particularité,10.0
42634,partida,19.0
42642,partiro,14.0
42643,partis,13.0
42655,partons,11.0
42660,partum,18.0
42663,partyers,14.0
42665,partyin,19.0
42668,parvin,17.0
42670,pary,13.0
42671,paryse,18.0
42673,pasa,18.0
42676,pasanda,14.0
42678,pascual,11.0
42680,pasha,14.0
42681,pashmina,11.0
42682,pashminas,14.0
42695,passais,12.0
42696,passait,11.0
42698,passants,19.0
42700,passcode,18.0
42703,passen,11.0
42704,passend,18.0
42705,passende,12.0
42709,passeport,14.0
42718,passieren,11.0
42726,passionné,11.0
42727,passionnés,10.0
42731,passons,10.0
42754,pastery,14.0
42760,pastiche,12.0
42761,pastichio,14.0
42764,pastilla,16.0
42766,pastimes,17.0
42768,pastires,19.0
42778,pastromi,11.0
42780,pastrys,16.0
42783,pastured,18.0
42789,patacon,18.0
42790,patacones,15.0
42797,patatine,14.0
42799,patbingsu,17.0
42808,patek,14.0
42810,patella,19.0
42819,pathogens,10.0
42820,pathology,11.0
42824,paticular,11.0
42831,patinoire,15.0
42833,pation,14.0
42839,patootie,16.0
42844,patrie,15.0
42855,patroned,15.0
42856,patronise,10.0
42857,patronised,17.0
42858,patronising,19.0
42863,patrón,15.0
42873,pattes,10.0
42882,patz,11.0
42891,pauli,16.0
42893,paulina,15.0
42896,pauls,14.0
42905,pavarotti,12.0
42909,pavements,12.0
42916,pavillon,18.0
42917,paving,17.0
42922,pavé,19.0
42924,pawed,15.0
42930,pawnstars,14.0
42935,payant,12.0
42937,payards,16.0
42942,paydirt,11.0
42946,payers,19.0
42947,payez,14.0
42969,pazookies,15.0
42972,pbb,13.0
42973,pbblt,19.0
42977,pbnj,10.0
42981,pburgh,12.0
42984,pcc,16.0
42989,pcm,19.0
42997,pdr,13.0
43001,peaberry,14.0
43007,peaces,13.0
43010,peachtree,15.0
43021,peals,11.0
43022,peameal,15.0
43042,peat,14.0
43043,peaty,13.0
43045,peave,10.0
43050,peccole,15.0
43051,pech,15.0
43055,pecked,12.0
43056,pecker,12.0
43064,pecs,19.0
43066,peculiarly,19.0
43069,pedaled,11.0
43072,pedantic,16.0
43074,peddled,12.0
43075,peddler,17.0
43077,peddles,11.0
43089,pedicab,15.0
43091,pedicured,14.0
43094,pedicurists,14.0
43097,pedometer,15.0
43098,pedophile,16.0
43111,peekytoe,13.0
43115,peelers,12.0
43118,peen,14.0
43136,peewee,18.0
43138,pefectly,17.0
43148,peinture,13.0
43149,peintures,13.0
43153,pekoe,18.0
43155,pele,11.0
43157,pelicans,13.0
43165,pelting,10.0
43166,pelusi,15.0
43173,penalizing,11.0
43178,penasco,19.0
43186,pendent,10.0
43189,pendulum,18.0
43194,penetrates,17.0
43197,penfolds,10.0
43207,pennant,11.0
43211,pennette,10.0
43213,penneys,18.0
43215,penniless,13.0
43216,pennoni,13.0
43217,penns,13.0
43221,pennys,11.0
43222,pennywort,11.0
43223,peno,12.0
43224,penquin,16.0
43225,penrose,13.0
43228,pensant,14.0
43232,pension,18.0
43242,peole,15.0
43243,peon,14.0
43244,peonies,16.0
43246,peope,10.0
43247,peopel,14.0
43249,peopled,11.0
43250,peopleofwalmart,19.0
43255,pepcid,17.0
43261,peperoncinis,15.0
43266,pepi,11.0
43269,pepino,19.0
43273,peple,14.0
43275,peppa,13.0
43279,peppedew,10.0
43281,pepperchini,13.0
43288,pepperidge,15.0
43295,pepperonata,11.0
43301,peppersauce,18.0
43302,peppersteak,13.0
43305,peppo,16.0
43310,pepsis,14.0
43312,pequeño,14.0
43313,pera,16.0
43320,percentile,15.0
43326,perchance,10.0
43328,perches,12.0
43329,perching,12.0
43330,percolate,10.0
43332,percussionist,17.0
43338,pere,19.0
43339,perect,11.0
43341,perennially,13.0
43342,perennials,13.0
43345,perfeclty,10.0
43346,perfecly,11.0
43351,perfectionism,17.0
43358,perfectta,13.0
43360,perfekte,13.0
43362,perfetto,14.0
43365,performace,10.0
43376,perfumey,19.0
43377,perfumy,13.0
43379,pergola,18.0
43383,perigord,14.0
43385,perilla,11.0
43386,perilous,16.0
43387,perils,19.0
43389,perimeters,14.0
43396,periodontist,13.0
43401,perish,18.0
43407,perkin,11.0
43408,perkiness,14.0
43414,perles,13.0
43417,permanence,14.0
43419,permanente,14.0
43425,permed,17.0
43427,permettant,12.0
43431,permissible,19.0
43438,permutation,15.0
43446,perogis,17.0
43448,peronis,11.0
43454,perpetuated,12.0
43455,perpetuates,12.0
43456,perplex,13.0
43458,perplexes,18.0
43462,perrrrfect,14.0
43464,pers,13.0
43465,persay,15.0
43467,perscriptions,15.0
43472,persia,19.0
43479,persistant,13.0
43484,persisting,17.0
43487,perso,19.0
43492,personale,15.0
43502,personaly,19.0
43503,personas,16.0
43505,personell,13.0
43508,personifies,18.0
43509,personnalisé,11.0
43510,personnalité,14.0
43513,personnelle,11.0
43515,personnels,16.0
43521,perspiring,17.0
43526,persuasions,16.0
43530,pert,12.0
43532,pertained,17.0
43544,peruvians,16.0
43546,pervade,13.0
43550,perversion,11.0
43557,pesca,15.0
43561,pescaterian,10.0
43562,pescatora,16.0
43566,pescetarians,12.0
43570,peso,16.0
43572,pessimist,14.0
43588,petaluma,11.0
